case_id,risk_code,phase1_status,phase1_finding_code,priority,closure_status,resolution_class,action,policy_code,current_state_json,resolved_state_json,evidence_count,message
ipo_2020_08489,revenue_growth,INSUFFICIENT_INPUT,REVENUE_RECOMPUTE_INPUTS_INSUFFICIENT,P0_POSITIVE_OR_NEEDS_REVIEW,CLOSED,POLICY_RESOLVED,CONFIRM_EXISTING,MAX_SEVERITY_ACROSS_VALID_COMPARABLE_PERIODS,"{""applicable"": true, ""expected_level"": ""high"", ""expected_status"": ""verified""}","{""applicable"": true, ""expected_level"": ""high"", ""expected_status"": ""verified""}",1,v1.1.2 retains the most adverse valid comparable-period state; later improvement does not erase an observed trigger.
ipo_2020_08489,customer_concentration,INSUFFICIENT_INPUT,CONCENTRATION_RECOMPUTE_INPUTS_INSUFFICIENT,P0_POSITIVE_OR_NEEDS_REVIEW,CLOSED,DETERMINISTIC,CONFIRM_EXISTING,CANONICAL_INPUTS_CONFIRM_LABEL,"{""applicable"": true, ""expected_level"": ""medium"", ""expected_status"": ""verified""}","{""applicable"": true, ""expected_level"": ""medium"", ""expected_status"": ""verified""}",2,
ipo_2020_08489,supplier_concentration,INSUFFICIENT_INPUT,CONCENTRATION_RECOMPUTE_INPUTS_INSUFFICIENT,P0_POSITIVE_OR_NEEDS_REVIEW,CLOSED,DETERMINISTIC,CONFIRM_EXISTING,CANONICAL_INPUTS_CONFIRM_LABEL,"{""applicable"": true, ""expected_level"": ""medium"", ""expected_status"": ""verified""}","{""applicable"": true, ""expected_level"": ""medium"", ""expected_status"": ""verified""}",2,
ipo_2020_09600,continuous_loss,INSUFFICIENT_INPUT,LOSS_PERIODS_MISSING,P1_REJECTED_LABEL_BACKFILL,CLOSED,DETERMINISTIC,CONFIRM_EXISTING,CANONICAL_INPUTS_CONFIRM_LABEL,"{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}","{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}",1,
ipo_2020_09600,revenue_growth,INSUFFICIENT_INPUT,REVENUE_RECOMPUTE_INPUTS_INSUFFICIENT,P1_REJECTED_LABEL_BACKFILL,CLOSED,REVIEW_STATE,SET_REVIEW_STATE,EVIDENCE_LIMITED_FINAL_REVIEW_STATE,"{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}","{""applicable"": true, ""expected_level"": null, ""expected_status"": ""needs_review""}",1,"Existing cited evidence does not support a frozen numeric threshold proof. The correct closed state is needs_review, not an invented number."
ipo_2020_09600,customer_concentration,INSUFFICIENT_INPUT,CONCENTRATION_RECOMPUTE_INPUTS_INSUFFICIENT,P0_POSITIVE_OR_NEEDS_REVIEW,CLOSED,POLICY_RESOLVED,CONFIRM_EXISTING,MAX_SEVERITY_ACROSS_VALID_COMPARABLE_PERIODS,"{""applicable"": true, ""expected_level"": ""high"", ""expected_status"": ""verified""}","{""applicable"": true, ""expected_level"": ""high"", ""expected_status"": ""verified""}",1,v1.1.2 retains the most adverse valid comparable-period state; later improvement does not erase an observed trigger.
ipo_2020_09600,supplier_concentration,INSUFFICIENT_INPUT,CONCENTRATION_RECOMPUTE_INPUTS_INSUFFICIENT,P0_POSITIVE_OR_NEEDS_REVIEW,CLOSED,POLICY_RESOLVED,CONFIRM_EXISTING,MAX_SEVERITY_ACROSS_VALID_COMPARABLE_PERIODS,"{""applicable"": true, ""expected_level"": ""high"", ""expected_status"": ""verified""}","{""applicable"": true, ""expected_level"": ""high"", ""expected_status"": ""verified""}",1,v1.1.2 retains the most adverse valid comparable-period state; later improvement does not erase an observed trigger.
ipo_2020_09633,continuous_loss,INSUFFICIENT_INPUT,LOSS_PERIODS_MISSING,P1_REJECTED_LABEL_BACKFILL,CLOSED,DETERMINISTIC,CONFIRM_EXISTING,CANONICAL_INPUTS_CONFIRM_LABEL,"{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}","{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}",1,
ipo_2020_09633,customer_concentration,POLICY_AMBIGUITY,CONCENTRATION_BOUND_PROOF_REQUIRES_REVIEW,,CLOSED,DETERMINISTIC,CONFIRM_EXISTING,FORMAL_BOUND_EXCLUDES_MEDIUM,"{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}","{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}",2,
ipo_2020_09901,continuous_loss,INSUFFICIENT_INPUT,LOSS_PERIODS_MISSING,P1_REJECTED_LABEL_BACKFILL,CLOSED,REVIEW_STATE,SET_REVIEW_STATE,EVIDENCE_LIMITED_FINAL_REVIEW_STATE,"{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}","{""applicable"": true, ""expected_level"": null, ""expected_status"": ""needs_review""}",2,"Existing cited evidence does not support a frozen numeric threshold proof. The correct closed state is needs_review, not an invented number."
ipo_2020_09901,customer_concentration,POLICY_AMBIGUITY,CONCENTRATION_BOUND_PROOF_REQUIRES_REVIEW,,CLOSED,DETERMINISTIC,CONFIRM_EXISTING,FORMAL_BOUND_EXCLUDES_MEDIUM,"{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}","{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}",2,
ipo_2020_09901,supplier_concentration,POLICY_AMBIGUITY,CONCENTRATION_BOUND_PROOF_REQUIRES_REVIEW,,CLOSED,DETERMINISTIC,CONFIRM_EXISTING,FORMAL_BOUND_EXCLUDES_MEDIUM,"{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}","{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}",1,
ipo_2020_09986,continuous_loss,INSUFFICIENT_INPUT,LOSS_PERIODS_MISSING,P1_REJECTED_LABEL_BACKFILL,CLOSED,REVIEW_STATE,SET_REVIEW_STATE,EVIDENCE_LIMITED_FINAL_REVIEW_STATE,"{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}","{""applicable"": true, ""expected_level"": null, ""expected_status"": ""needs_review""}",2,"Existing cited evidence does not support a frozen numeric threshold proof. The correct closed state is needs_review, not an invented number."
ipo_2020_09986,revenue_growth,INSUFFICIENT_INPUT,REVENUE_RECOMPUTE_INPUTS_INSUFFICIENT,P0_POSITIVE_OR_NEEDS_REVIEW,CLOSED,DETERMINISTIC,CONFIRM_EXISTING,CANONICAL_INPUTS_CONFIRM_LABEL,"{""applicable"": true, ""expected_level"": ""high"", ""expected_status"": ""verified""}","{""applicable"": true, ""expected_level"": ""high"", ""expected_status"": ""verified""}",1,
ipo_2020_09986,customer_concentration,POLICY_AMBIGUITY,CONCENTRATION_BOUND_PROOF_REQUIRES_REVIEW,,CLOSED,DETERMINISTIC,CONFIRM_EXISTING,FORMAL_BOUND_EXCLUDES_MEDIUM,"{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}","{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}",1,
ipo_2020_09986,supplier_concentration,INSUFFICIENT_INPUT,CONCENTRATION_RECOMPUTE_INPUTS_INSUFFICIENT,P0_POSITIVE_OR_NEEDS_REVIEW,CLOSED,DETERMINISTIC,CONFIRM_EXISTING,CANONICAL_INPUTS_CONFIRM_LABEL,"{""applicable"": true, ""expected_level"": ""medium"", ""expected_status"": ""verified""}","{""applicable"": true, ""expected_level"": ""medium"", ""expected_status"": ""verified""}",1,
ipo_2021_00013,continuous_loss,INSUFFICIENT_INPUT,LOSS_PERIODS_MISSING,P0_POSITIVE_OR_NEEDS_REVIEW,CLOSED,DETERMINISTIC,CONFIRM_EXISTING,CANONICAL_INPUTS_CONFIRM_LABEL,"{""applicable"": true, ""expected_level"": ""high"", ""expected_status"": ""verified""}","{""applicable"": true, ""expected_level"": ""high"", ""expected_status"": ""verified""}",2,
ipo_2021_00013,revenue_growth,INSUFFICIENT_INPUT,REVENUE_RECOMPUTE_INPUTS_INSUFFICIENT,P0_POSITIVE_OR_NEEDS_REVIEW,CLOSED,POLICY_RESOLVED,CONFIRM_EXISTING,MAX_SEVERITY_ACROSS_VALID_COMPARABLE_PERIODS,"{""applicable"": true, ""expected_level"": ""medium"", ""expected_status"": ""verified""}","{""applicable"": true, ""expected_level"": ""medium"", ""expected_status"": ""verified""}",2,v1.1.2 retains the most adverse valid comparable-period state; later improvement does not erase an observed trigger.
ipo_2021_00013,customer_concentration,INSUFFICIENT_INPUT,CONCENTRATION_RECOMPUTE_INPUTS_INSUFFICIENT,P1_REJECTED_LABEL_BACKFILL,CLOSED,DETERMINISTIC,CONFIRM_EXISTING,CANONICAL_INPUTS_CONFIRM_LABEL,"{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}","{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}",2,
ipo_2021_00013,supplier_concentration,POLICY_AMBIGUITY,CONCENTRATION_BOUND_PROOF_REQUIRES_REVIEW,,CLOSED,DETERMINISTIC,CONFIRM_EXISTING,FORMAL_BOUND_EXCLUDES_MEDIUM,"{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}","{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}",1,
ipo_2021_00606,continuous_loss,INSUFFICIENT_INPUT,LOSS_PERIODS_MISSING,P1_REJECTED_LABEL_BACKFILL,CLOSED,DETERMINISTIC,CONFIRM_EXISTING,CANONICAL_INPUTS_CONFIRM_LABEL,"{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}","{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}",1,
ipo_2021_00606,revenue_growth,INSUFFICIENT_INPUT,REVENUE_RECOMPUTE_INPUTS_INSUFFICIENT,P1_REJECTED_LABEL_BACKFILL,CLOSED,REVIEW_STATE,SET_REVIEW_STATE,EVIDENCE_LIMITED_FINAL_REVIEW_STATE,"{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}","{""applicable"": true, ""expected_level"": null, ""expected_status"": ""needs_review""}",1,"Existing cited evidence does not support a frozen numeric threshold proof. The correct closed state is needs_review, not an invented number."
ipo_2021_00606,customer_concentration,INSUFFICIENT_INPUT,CONCENTRATION_RECOMPUTE_INPUTS_INSUFFICIENT,P0_POSITIVE_OR_NEEDS_REVIEW,CLOSED,DETERMINISTIC,CONFIRM_EXISTING,CANONICAL_INPUTS_CONFIRM_LABEL,"{""applicable"": true, ""expected_level"": ""medium"", ""expected_status"": ""verified""}","{""applicable"": true, ""expected_level"": ""medium"", ""expected_status"": ""verified""}",2,
ipo_2021_00606,supplier_concentration,INSUFFICIENT_INPUT,CONCENTRATION_RECOMPUTE_INPUTS_INSUFFICIENT,P1_REJECTED_LABEL_BACKFILL,CLOSED,REVIEW_STATE,SET_REVIEW_STATE,EVIDENCE_LIMITED_FINAL_REVIEW_STATE,"{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}","{""applicable"": true, ""expected_level"": null, ""expected_status"": ""needs_review""}",2,"Existing cited evidence does not support a frozen numeric threshold proof. The correct closed state is needs_review, not an invented number."
ipo_2021_01024,continuous_loss,INSUFFICIENT_INPUT,LOSS_PERIODS_MISSING,P0_POSITIVE_OR_NEEDS_REVIEW,CLOSED,DETERMINISTIC,CONFIRM_EXISTING,CANONICAL_INPUTS_CONFIRM_LABEL,"{""applicable"": true, ""expected_level"": ""high"", ""expected_status"": ""verified""}","{""applicable"": true, ""expected_level"": ""high"", ""expected_status"": ""verified""}",1,
ipo_2021_01024,customer_concentration,INSUFFICIENT_INPUT,CONCENTRATION_RECOMPUTE_INPUTS_INSUFFICIENT,P1_REJECTED_LABEL_BACKFILL,CLOSED,REVIEW_STATE,SET_REVIEW_STATE,EVIDENCE_LIMITED_FINAL_REVIEW_STATE,"{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}","{""applicable"": true, ""expected_level"": null, ""expected_status"": ""needs_review""}",2,"Existing cited evidence does not support a frozen numeric threshold proof. The correct closed state is needs_review, not an invented number."
ipo_2021_01024,supplier_concentration,INSUFFICIENT_INPUT,CONCENTRATION_RECOMPUTE_INPUTS_INSUFFICIENT,P1_REJECTED_LABEL_BACKFILL,CLOSED,REVIEW_STATE,SET_REVIEW_STATE,EVIDENCE_LIMITED_FINAL_REVIEW_STATE,"{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}","{""applicable"": true, ""expected_level"": null, ""expected_status"": ""needs_review""}",1,"Existing cited evidence does not support a frozen numeric threshold proof. The correct closed state is needs_review, not an invented number."
ipo_2021_01413,continuous_loss,INSUFFICIENT_INPUT,LOSS_PERIODS_MISSING,P1_REJECTED_LABEL_BACKFILL,CLOSED,DETERMINISTIC,CONFIRM_EXISTING,CANONICAL_INPUTS_CONFIRM_LABEL,"{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}","{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}",1,
ipo_2021_01413,revenue_growth,INSUFFICIENT_INPUT,REVENUE_RECOMPUTE_INPUTS_INSUFFICIENT,P1_REJECTED_LABEL_BACKFILL,CLOSED,REVIEW_STATE,SET_REVIEW_STATE,EVIDENCE_LIMITED_FINAL_REVIEW_STATE,"{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}","{""applicable"": true, ""expected_level"": null, ""expected_status"": ""needs_review""}",1,"Existing cited evidence does not support a frozen numeric threshold proof. The correct closed state is needs_review, not an invented number."
ipo_2021_01413,customer_concentration,INSUFFICIENT_INPUT,CONCENTRATION_RECOMPUTE_INPUTS_INSUFFICIENT,P0_POSITIVE_OR_NEEDS_REVIEW,CLOSED,DETERMINISTIC,CONFIRM_EXISTING,CANONICAL_INPUTS_CONFIRM_LABEL,"{""applicable"": true, ""expected_level"": ""high"", ""expected_status"": ""verified""}","{""applicable"": true, ""expected_level"": ""high"", ""expected_status"": ""verified""}",2,
ipo_2021_01413,supplier_concentration,INSUFFICIENT_INPUT,CONCENTRATION_RECOMPUTE_INPUTS_INSUFFICIENT,P0_POSITIVE_OR_NEEDS_REVIEW,CLOSED,DETERMINISTIC,CONFIRM_EXISTING,CANONICAL_INPUTS_CONFIRM_LABEL,"{""applicable"": true, ""expected_level"": ""high"", ""expected_status"": ""verified""}","{""applicable"": true, ""expected_level"": ""high"", ""expected_status"": ""verified""}",2,
ipo_2021_01927,continuous_loss,INSUFFICIENT_INPUT,LOSS_PERIODS_MISSING,P1_REJECTED_LABEL_BACKFILL,CLOSED,DETERMINISTIC,CONFIRM_EXISTING,CANONICAL_INPUTS_CONFIRM_LABEL,"{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}","{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}",1,
ipo_2021_01927,revenue_growth,INSUFFICIENT_INPUT,REVENUE_RECOMPUTE_INPUTS_INSUFFICIENT,P0_POSITIVE_OR_NEEDS_REVIEW,CLOSED,POLICY_RESOLVED,CONFIRM_EXISTING,MAX_SEVERITY_ACROSS_VALID_COMPARABLE_PERIODS,"{""applicable"": true, ""expected_level"": ""medium"", ""expected_status"": ""verified""}","{""applicable"": true, ""expected_level"": ""medium"", ""expected_status"": ""verified""}",1,v1.1.2 retains the most adverse valid comparable-period state; later improvement does not erase an observed trigger.
ipo_2021_01927,customer_concentration,INSUFFICIENT_INPUT,CONCENTRATION_RECOMPUTE_INPUTS_INSUFFICIENT,P1_REJECTED_LABEL_BACKFILL,CLOSED,DETERMINISTIC,CONFIRM_EXISTING,CANONICAL_INPUTS_CONFIRM_LABEL,"{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}","{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}",3,
ipo_2021_01927,supplier_concentration,INSUFFICIENT_INPUT,CONCENTRATION_RECOMPUTE_INPUTS_INSUFFICIENT,P1_REJECTED_LABEL_BACKFILL,CLOSED,DETERMINISTIC,CONFIRM_EXISTING,CANONICAL_INPUTS_CONFIRM_LABEL,"{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}","{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}",3,
ipo_2021_02015,continuous_loss,INSUFFICIENT_INPUT,LOSS_PERIODS_MISSING,P0_POSITIVE_OR_NEEDS_REVIEW,CLOSED,DETERMINISTIC,CONFIRM_EXISTING,CANONICAL_INPUTS_CONFIRM_LABEL,"{""applicable"": true, ""expected_level"": ""high"", ""expected_status"": ""verified""}","{""applicable"": true, ""expected_level"": ""high"", ""expected_status"": ""verified""}",1,
ipo_2021_02015,revenue_growth,INSUFFICIENT_INPUT,REVENUE_RECOMPUTE_INPUTS_INSUFFICIENT,P1_REJECTED_LABEL_BACKFILL,CLOSED,DETERMINISTIC,CONFIRM_EXISTING,CANONICAL_INPUTS_CONFIRM_LABEL,"{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}","{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}",1,
ipo_2021_02015,customer_concentration,POLICY_AMBIGUITY,CONCENTRATION_BOUND_PROOF_REQUIRES_REVIEW,,CLOSED,DETERMINISTIC,CONFIRM_EXISTING,FORMAL_BOUND_EXCLUDES_MEDIUM,"{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}","{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}",1,
ipo_2021_02015,supplier_concentration,POLICY_AMBIGUITY,CONCENTRATION_BOUND_PROOF_REQUIRES_REVIEW,,CLOSED,REVIEW_STATE,CONFIRM_EXISTING,BOUND_INSUFFICIENT_FOR_UNIQUE_THRESHOLD_STATE,"{""applicable"": true, ""expected_level"": null, ""expected_status"": ""needs_review""}","{""applicable"": true, ""expected_level"": null, ""expected_status"": ""needs_review""}",2,The formal bound does not uniquely prove a frozen threshold state; needs_review is final unless new numeric evidence is added.
ipo_2021_02137,continuous_loss,INSUFFICIENT_INPUT,LOSS_PERIODS_MISSING,P0_POSITIVE_OR_NEEDS_REVIEW,CLOSED,DETERMINISTIC,CONFIRM_EXISTING,CANONICAL_INPUTS_CONFIRM_LABEL,"{""applicable"": true, ""expected_level"": ""medium"", ""expected_status"": ""verified""}","{""applicable"": true, ""expected_level"": ""medium"", ""expected_status"": ""verified""}",2,
ipo_2021_02137,revenue_growth,INSUFFICIENT_INPUT,REVENUE_RECOMPUTE_INPUTS_INSUFFICIENT,P0_POSITIVE_OR_NEEDS_REVIEW,CLOSED,POLICY_RESOLVED,APPLY_AUDIT_OVERLAY_RELABEL,ZERO_REVENUE_DENOMINATOR_NOT_APPLICABLE,"{""applicable"": true, ""expected_level"": null, ""expected_status"": ""needs_review""}","{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}",2,Exact zero revenue excludes a negative-growth/customer-concentration threshold test. Ratios remain null; no synthetic 0% ratio is created.
ipo_2021_02137,customer_concentration,INSUFFICIENT_INPUT,CONCENTRATION_RECOMPUTE_INPUTS_INSUFFICIENT,P0_POSITIVE_OR_NEEDS_REVIEW,CLOSED,POLICY_RESOLVED,APPLY_AUDIT_OVERLAY_RELABEL,ZERO_REVENUE_DENOMINATOR_NOT_APPLICABLE,"{""applicable"": true, ""expected_level"": null, ""expected_status"": ""needs_review""}","{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}",2,Exact zero revenue excludes a negative-growth/customer-concentration threshold test. Ratios remain null; no synthetic 0% ratio is created.
ipo_2021_02137,supplier_concentration,INSUFFICIENT_INPUT,CONCENTRATION_RECOMPUTE_INPUTS_INSUFFICIENT,P0_POSITIVE_OR_NEEDS_REVIEW,CLOSED,DETERMINISTIC,CONFIRM_EXISTING,CANONICAL_INPUTS_CONFIRM_LABEL,"{""applicable"": true, ""expected_level"": ""high"", ""expected_status"": ""verified""}","{""applicable"": true, ""expected_level"": ""high"", ""expected_status"": ""verified""}",2,
ipo_2021_02160,continuous_loss,INSUFFICIENT_INPUT,LOSS_PERIODS_MISSING,P0_POSITIVE_OR_NEEDS_REVIEW,CLOSED,DETERMINISTIC,CONFIRM_EXISTING,CANONICAL_INPUTS_CONFIRM_LABEL,"{""applicable"": true, ""expected_level"": ""medium"", ""expected_status"": ""verified""}","{""applicable"": true, ""expected_level"": ""medium"", ""expected_status"": ""verified""}",1,
ipo_2021_02160,revenue_growth,INSUFFICIENT_INPUT,REVENUE_RECOMPUTE_INPUTS_INSUFFICIENT,P1_REJECTED_LABEL_BACKFILL,CLOSED,POLICY_RESOLVED,CONFIRM_EXISTING,ZERO_REVENUE_DENOMINATOR_NOT_APPLICABLE,"{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}","{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}",3,Exact zero revenue excludes a negative-growth/customer-concentration threshold test. Ratios remain null; no synthetic 0% ratio is created.
ipo_2021_02160,customer_concentration,POLICY_AMBIGUITY,POLICY_AMBIGUITY_CONCENTRATION_PERIOD,,CLOSED,POLICY_RESOLVED,CONFIRM_EXISTING,MAX_SEVERITY_ACROSS_VALID_COMPARABLE_PERIODS,"{""applicable"": true, ""expected_level"": ""medium"", ""expected_status"": ""verified""}","{""applicable"": true, ""expected_level"": ""medium"", ""expected_status"": ""verified""}",3,v1.1.2 retains the most adverse valid comparable-period state; later improvement does not erase an observed trigger.
ipo_2021_02190,cash_runway,INSUFFICIENT_INPUT,CASH_RECOMPUTE_INPUTS_INSUFFICIENT,P0_POSITIVE_OR_NEEDS_REVIEW,CLOSED,DETERMINISTIC,CONFIRM_EXISTING,CANONICAL_INPUTS_CONFIRM_LABEL,"{""applicable"": true, ""expected_level"": ""medium"", ""expected_status"": ""verified""}","{""applicable"": true, ""expected_level"": ""medium"", ""expected_status"": ""verified""}",2,
ipo_2021_02190,continuous_loss,INSUFFICIENT_INPUT,LOSS_PERIODS_MISSING,P0_POSITIVE_OR_NEEDS_REVIEW,CLOSED,POLICY_RESOLVED,CONFIRM_EXISTING,MAX_SEVERITY_WITHIN_HOMOGENEOUS_DURATION_GROUP,"{""applicable"": true, ""expected_level"": ""medium"", ""expected_status"": ""verified""}","{""applicable"": true, ""expected_level"": ""medium"", ""expected_status"": ""verified""}",1,v1.1.2 never pools unlike durations; it evaluates each homogeneous duration group and keeps the most severe group.
ipo_2021_02190,revenue_growth,INSUFFICIENT_INPUT,REVENUE_RECOMPUTE_INPUTS_INSUFFICIENT,P1_REJECTED_LABEL_BACKFILL,CLOSED,DETERMINISTIC,CONFIRM_EXISTING,CANONICAL_INPUTS_CONFIRM_LABEL,"{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}","{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}",1,
ipo_2021_02190,customer_concentration,INSUFFICIENT_INPUT,CONCENTRATION_RECOMPUTE_INPUTS_INSUFFICIENT,P0_POSITIVE_OR_NEEDS_REVIEW,CLOSED,DETERMINISTIC,CONFIRM_EXISTING,CANONICAL_INPUTS_CONFIRM_LABEL,"{""applicable"": true, ""expected_level"": ""high"", ""expected_status"": ""verified""}","{""applicable"": true, ""expected_level"": ""high"", ""expected_status"": ""verified""}",2,
ipo_2021_02190,supplier_concentration,POLICY_AMBIGUITY,POLICY_AMBIGUITY_CONCENTRATION_PERIOD,,CLOSED,POLICY_RESOLVED,APPLY_AUDIT_OVERLAY_RELABEL,MAX_SEVERITY_ACROSS_VALID_COMPARABLE_PERIODS,"{""applicable"": true, ""expected_level"": null, ""expected_status"": ""needs_review""}","{""applicable"": true, ""expected_level"": ""high"", ""expected_status"": ""verified""}",2,v1.1.2 retains the most adverse valid comparable-period state; later improvement does not erase an observed trigger.
ipo_2021_02215,continuous_loss,INSUFFICIENT_INPUT,LOSS_PERIODS_MISSING,P1_REJECTED_LABEL_BACKFILL,CLOSED,DETERMINISTIC,CONFIRM_EXISTING,CANONICAL_INPUTS_CONFIRM_LABEL,"{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}","{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}",1,
ipo_2021_02215,revenue_growth,INSUFFICIENT_INPUT,REVENUE_RECOMPUTE_INPUTS_INSUFFICIENT,P1_REJECTED_LABEL_BACKFILL,CLOSED,DETERMINISTIC,CONFIRM_EXISTING,CANONICAL_INPUTS_CONFIRM_LABEL,"{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}","{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}",1,
ipo_2021_02215,customer_concentration,INSUFFICIENT_INPUT,CONCENTRATION_RECOMPUTE_INPUTS_INSUFFICIENT,P1_REJECTED_LABEL_BACKFILL,CLOSED,DETERMINISTIC,CONFIRM_EXISTING,CANONICAL_INPUTS_CONFIRM_LABEL,"{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}","{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}",2,
ipo_2021_02215,supplier_concentration,INSUFFICIENT_INPUT,CONCENTRATION_RECOMPUTE_INPUTS_INSUFFICIENT,P0_POSITIVE_OR_NEEDS_REVIEW,CLOSED,POLICY_RESOLVED,CONFIRM_EXISTING,MAX_SEVERITY_ACROSS_VALID_COMPARABLE_PERIODS,"{""applicable"": true, ""expected_level"": ""medium"", ""expected_status"": ""verified""}","{""applicable"": true, ""expected_level"": ""medium"", ""expected_status"": ""verified""}",2,v1.1.2 retains the most adverse valid comparable-period state; later improvement does not erase an observed trigger.
ipo_2021_02235,continuous_loss,INSUFFICIENT_INPUT,LOSS_PERIODS_MISSING,P0_POSITIVE_OR_NEEDS_REVIEW,CLOSED,DETERMINISTIC,CONFIRM_EXISTING,CANONICAL_INPUTS_CONFIRM_LABEL,"{""applicable"": true, ""expected_level"": ""medium"", ""expected_status"": ""verified""}","{""applicable"": true, ""expected_level"": ""medium"", ""expected_status"": ""verified""}",1,
ipo_2021_02235,revenue_growth,INSUFFICIENT_INPUT,REVENUE_RECOMPUTE_INPUTS_INSUFFICIENT,P1_REJECTED_LABEL_BACKFILL,CLOSED,DETERMINISTIC,CONFIRM_EXISTING,CANONICAL_INPUTS_CONFIRM_LABEL,"{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}","{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}",1,
ipo_2021_02235,customer_concentration,INSUFFICIENT_INPUT,CONCENTRATION_RECOMPUTE_INPUTS_INSUFFICIENT,P1_REJECTED_LABEL_BACKFILL,CLOSED,DETERMINISTIC,CONFIRM_EXISTING,CANONICAL_INPUTS_CONFIRM_LABEL,"{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}","{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}",4,
ipo_2021_02518,continuous_loss,INSUFFICIENT_INPUT,LOSS_PERIODS_MISSING,P1_REJECTED_LABEL_BACKFILL,CLOSED,REVIEW_STATE,SET_REVIEW_STATE,EVIDENCE_LIMITED_FINAL_REVIEW_STATE,"{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}","{""applicable"": true, ""expected_level"": null, ""expected_status"": ""needs_review""}",1,"Existing cited evidence does not support a frozen numeric threshold proof. The correct closed state is needs_review, not an invented number."
