case_id,stock_code,risk_code,gold_page,evidence_role,requirement,source_authority,section,evidence_id,annotation_file,exact_text_preview,parser_page_present,parser_text_severe_miss,v1_rank,v1_candidate_hit,v1_miss_type,v2_rank,v2_candidate_hit,v2_miss_type,v21_rank,v21_candidate_hit,v21_miss_type,best_rank,partial_completion,miss_type,underlying_miss_type
ipo_2020_06063,6063.HK,customer_concentration,156,primary,required,business_section,,ipo_2020_06063:customer_concentration:7,expert_results\ipo_2020_06063\pass1\expert_annotation_v1.json,"4 客 戶 集 團E 梳 士 巴 利 道（項 目19） 英 皇 道（項 目31） 戲 曲 中 心（項 目43） 17,818 14.1",True,False,,False,candidate_miss,13,True,ranking_miss,34,True,ranking_miss,13,False,ranking_miss,ranking_miss
ipo_2020_06063,6063.HK,customer_concentration,156,primary,required,business_section,,ipo_2020_06063:customer_concentration:8,expert_results\ipo_2020_06063\pass1\expert_annotation_v1.json,"5 客 戶D 宋 皇 臺 站 及 土 瓜 灣 站 （項 目26–27） 2,716 2.2",True,False,,False,candidate_miss,13,True,ranking_miss,34,True,ranking_miss,13,False,ranking_miss,ranking_miss
ipo_2020_06063,6063.HK,customer_concentration,362,primary,required,accountants_report,,ipo_2020_06063:customer_concentration:9,expert_results\ipo_2020_06063\pass1\expert_annotation_v1.json,"收 益 6 105,822 166,751 202,786 83,990 126,217",True,False,,False,candidate_miss,,False,candidate_miss,,False,candidate_miss,,False,candidate_miss,candidate_miss
ipo_2020_06063,6063.HK,supplier_concentration,170,primary,required,business_section,,ipo_2020_06063:supplier_concentration:11,expert_results\ipo_2020_06063\pass1\expert_annotation_v1.json,"1 金 盈 17,835 42.1 2.9 供 應 鋁 及 不 銹 鋼 產 品",True,False,8,True,ranking_miss,14,True,ranking_miss,8,True,ranking_miss,8,False,ranking_miss,ranking_miss
ipo_2020_06063,6063.HK,supplier_concentration,170,primary,required,business_section,,ipo_2020_06063:supplier_concentration:12,expert_results\ipo_2020_06063\pass1\expert_annotation_v1.json,"2 興 發 鋁 業（香 港）有 限 公 司 4,631 11.0 4.9 供 應 鋁 和 預 製 服 務",True,False,8,True,ranking_miss,14,True,ranking_miss,8,True,ranking_miss,8,False,ranking_miss,ranking_miss
ipo_2020_06063,6063.HK,supplier_concentration,170,primary,required,business_section,,ipo_2020_06063:supplier_concentration:13,expert_results\ipo_2020_06063\pass1\expert_annotation_v1.json,"3 景 圖 玻 璃 技 術 有 限 公 司 3,398 8.0 5.5 供 應 玻 璃 板 和 預 製 服 務",True,False,8,True,ranking_miss,14,True,ranking_miss,8,True,ranking_miss,8,False,ranking_miss,ranking_miss
ipo_2020_06063,6063.HK,supplier_concentration,170,primary,required,business_section,,ipo_2020_06063:supplier_concentration:14,expert_results\ipo_2020_06063\pass1\expert_annotation_v1.json,"4 供 應 商B 2,958 7.0 4.3 供 應 不 銹 鋼 產 品",True,False,8,True,ranking_miss,14,True,ranking_miss,8,True,ranking_miss,8,False,ranking_miss,ranking_miss
ipo_2020_06063,6063.HK,supplier_concentration,170,primary,required,business_section,,ipo_2020_06063:supplier_concentration:15,expert_results\ipo_2020_06063\pass1\expert_annotation_v1.json,"5 亞 洲 太 平 洋 建 築 物 料 （香 港）有 限 公 司 2,484 5.9 9.2 供 應 密 封 膠",True,False,8,True,ranking_miss,14,True,ranking_miss,8,True,ranking_miss,8,False,ranking_miss,ranking_miss
ipo_2020_06063,6063.HK,supplier_concentration,254,supporting,required,financial_information,,ipo_2020_06063:supplier_concentration:16,expert_results\ipo_2020_06063\pass1\expert_annotation_v1.json,"建 材 成 本. . . . . . . . . . . . . 35,210 47.0 52,840 45.6 59,960 42.5 27.596 45.3 42,365 47.0",True,False,,False,candidate_miss,,False,candidate_miss,,False,candidate_miss,,False,candidate_miss,candidate_miss
ipo_2020_06063,6063.HK,supplier_concentration,255,supporting,required,financial_information,,ipo_2020_06063:supplier_concentration:17,expert_results\ipo_2020_06063\pass1\expert_annotation_v1.json,建 材 成 本 指 我 們 就 購 買 項 目 安 裝╱使 用 材 料 而 向 供 應 商 支 付 及 應 付 的 費 用。,True,False,,False,candidate_miss,,False,candidate_miss,,False,candidate_miss,,False,candidate_miss,candidate_miss
ipo_2020_06063,6063.HK,material_litigation_compliance,200,primary,required,legal_disclosure,,ipo_2020_06063:material_litigation_compliance:21,expert_results\ipo_2020_06063\pass1\expert_annotation_v1.json,然 而，於 最 後 可 行 日 期，弘 建 營 造（香 港）尚 未 達 成 下 列 註 冊 專 門 行 業 承 造 商 制 度 項 下 的 資 格 要 求： — 技 術 人 員 資 格：儘 管 弘 建 營 造（香 港）有13名 僱 員 在 幕 牆 行 業 擁 有 五 年 相 關 經 驗 及 資格（即適任技術人員(T1)資格），彼等尚未完成建造工友（指定行業）安全訓練課程； 及 — 學 徒╱半 熟 練╱熟 練 工 人 資 格：弘 建 營 造（香 港）僅 有 一 名 根 據 建 ,True,False,,False,candidate_miss,39,True,ranking_miss,50,True,ranking_miss,39,False,ranking_miss,ranking_miss
ipo_2020_06063,6063.HK,material_litigation_compliance,200,primary,required,legal_disclosure,,ipo_2020_06063:material_litigation_compliance:22,expert_results\ipo_2020_06063\pass1\expert_annotation_v1.json,弘 建 營 造（香 港）須 於 三 年 寬 限 期 內（將 於 二 零 二 二 年 三 月 三 十 一 日 屆 滿）達 成 所 有 註 冊 要 求，否 則 其 註 冊 資 格 將 被 取 消。,True,False,,False,candidate_miss,39,True,ranking_miss,50,True,ranking_miss,39,False,ranking_miss,ranking_miss
ipo_2020_06063,6063.HK,precommercial_product,103,primary,required,business_section,,ipo_2020_06063:precommercial_product:25,expert_results\ipo_2020_06063\pass1\expert_annotation_v1.json,我 們 是 於 香 港 從 事 提 供 外 牆 工 程 及 建 築 金 屬 飾 面 工 程 項 目 設 計、供 應 及 安 裝 服 務 的 分 包 商。我 們 的 歷 史 起 源 自 二 零 零 七 年，當 時，朱 先 生 成 立 本 集 團 的 唯 一 經 營 附 屬 公 司 弘 建 營 造（香 港），藉 以 在 香 港 提 供 外 牆 工 程 及 建 築 金 屬 飾 面 工 程 服 務。,True,False,,False,candidate_miss,,False,candidate_miss,,False,candidate_miss,,False,candidate_miss,candidate_miss
ipo_2020_06063,6063.HK,precommercial_product,103,supporting,required,business_section,,ipo_2020_06063:precommercial_product:26,expert_results\ipo_2020_06063\pass1\expert_annotation_v1.json,憑 藉 逾 十 年 經 驗，我 們 於 香 港 已 完 成 多 個 商 業 物 業、 住 宅 物 業 以 及 公 共 設 施 的 外 牆 工 程 及 建 築 金 屬 飾 面 工 程 項 目。,True,False,,False,candidate_miss,,False,candidate_miss,,False,candidate_miss,,False,candidate_miss,candidate_miss
ipo_2020_06618,6618.HK,cash_runway,417,primary,required,accountants_report,,ipo_2020_06618:cash_runway:0,expert_results\ipo_2020_06618\pass1\expert_annotation_v1.json,"截至12月31日止年度 截至6月30日止六個月 附註 2017年 2018年 2019年 2019年 2020年 人民幣千元 人民幣千元 人民幣千元 人民幣千元 人民幣千元 （未經審計） 經營活動所得現金淨額 . . . . . . . . . . . . . . . . 36,116 187,226 409,470 460,372 359,667",True,False,2,True,hit,2,True,hit,1,True,hit,1,False,hit,hit
ipo_2020_06618,6618.HK,cash_runway,418,supporting,required,accountants_report,,ipo_2020_06618:cash_runway:1,expert_results\ipo_2020_06618\pass1\expert_annotation_v1.json,"年末╱期末現金及 現金等價物 . . . . . . . . . . . . . . 7,401 16,213 4,965,272 898,093 3,200,320",True,False,1,True,hit,1,True,hit,4,True,hit,1,False,hit,hit
ipo_2020_06618,6618.HK,continuous_loss,411,primary,required,accountants_report,,ipo_2020_06618:continuous_loss:2,expert_results\ipo_2020_06618\pass1\expert_annotation_v1.json,"截至12月31日止年度 截至6月30日止六個月 附註 2017年 2018年 2019年 2019年 2020年 人民幣千元 人民幣千元 人民幣千元 人民幣千元 人民幣千元 （未經審計） 年度╱期間盈利╱ （虧損）. . . . . . . . . . . 178,534 214,927 (971,805) 236,254 (5,360,915)",True,False,,False,candidate_miss,,False,candidate_miss,,False,candidate_miss,,False,candidate_miss,candidate_miss
ipo_2020_06618,6618.HK,revenue_growth,411,primary,required,accountants_report,,ipo_2020_06618:revenue_growth:3,expert_results\ipo_2020_06618\pass1\expert_annotation_v1.json,"截至12月31日止年度 截至6月30日止六個月 附註 2017年 2018年 2019年 2019年 2020年 人民幣千元 人民幣千元 人民幣千元 人民幣千元 人民幣千元 （未經審計） 收入 . . . . . . . . . . . . . . . 5 5,553,128 8,169,057 10,842,140 4,988,537 8,777,490",True,False,,False,candidate_miss,,False,candidate_miss,,False,candidate_miss,,False,candidate_miss,candidate_miss
ipo_2020_06618,6618.HK,customer_concentration,191,primary,required,business_section,,ipo_2020_06618:customer_concentration:4,expert_results\ipo_2020_06618\pass1\expert_annotation_v1.json,假設重組於2017年1月1日或之前已完成，截至2017年12月31日、2018年12月31日及2019年12月31日止年度各年以及截至2020年6月30日止六個月，我們五大客戶佔我們總收入的比例不到7%，而於該等各期間，單來自我們最大客戶（即京東集團）的收入佔我們總收入的比例不到6.5%。,True,False,1,True,hit,1,True,hit,1,True,hit,1,False,hit,hit
ipo_2020_06618,6618.HK,supplier_concentration,192,primary,required,business_section,,ipo_2020_06618:supplier_concentration:5,expert_results\ipo_2020_06618\pass1\expert_annotation_v1.json,基於重組已於2017年1月1日或之前完成的假設，截至2017年12月31日、2018年12月31日及2019年12月31日止年度各年以及截至2020年6月30日止六個月，我們五大供應商佔我們採購的比例不到30%，自我們最大供應商（京東集團）的採購僅佔我們於該等各期間採購總額的不到16%。,True,False,1,True,hit,1,True,hit,1,True,hit,1,False,hit,hit
ipo_2020_06618,6618.HK,redemption_rights,155,primary,required,pre_ipo_investment,,ipo_2020_06618:redemption_rights:6,expert_results\ipo_2020_06618\pass1\expert_annotation_v1.json,根據首次公開發售前股東協議，首次公開發售前投資者及Novacare Investment Limited獲授予與本公司有關的若干特殊權利，其中包括慣常參與未來數輪出資的優先購買權、知情權及反攤薄與否決權（如適用）。根據首次公開發售前股東協議的條款，首次公開發售前股東協議下的特殊權利將在上市後終止。上市後，所有優先股將按1:1的比例轉換為股份，並可進行慣例調整。,True,False,3,True,hit,3,True,hit,3,True,hit,3,False,hit,hit
ipo_2020_06618,6618.HK,material_litigation_compliance,195,primary,required,legal_disclosure,,ipo_2020_06618:material_litigation_compliance:9,expert_results\ipo_2020_06618\pass1\expert_annotation_v1.json,於往績記錄期間及直至最後實際可行日期，我們未參與任何重要的法律、仲裁或行政程序，亦非該等程序的任何一方，並且我們亦不知曉針對我們或董事，可能單獨或合計對我們的業務、財務狀況和經營業績產生重大不利影響的任何待決或受威脅的法律、仲裁或行政程序。 於往績記錄期間及直至最後實際可行日期，我們概未參與且未涉及任何導致罰款、執法行動或其他處罰，可能單獨或合計對我們的業務、財務狀況和經營業績產生重大不利影響的重大不合規事件。,True,False,1,True,hit,1,True,hit,1,True,hit,1,False,hit,hit
ipo_2020_06618,6618.HK,precommercial_product,447,primary,required,accountants_report,,ipo_2020_06618:precommercial_product:12,expert_results\ipo_2020_06618\pass1\expert_annotation_v1.json,"5. 收入 (a) 客戶合同收入細分： 截至12月31日止年度 截至6月30日止六個月 2017年 2018年 2019年 2019年 2020年 人民幣千元 人民幣千元 人民幣千元 人民幣千元 人民幣千元 （未經審計） 商品或服務類型： 商品收入： 醫藥和健康產品銷售 . . . . . . . . 4,907,244 7,254,582 9,434,984 4,365,153 7,693,261",True,False,,False,candidate_miss,,False,candidate_miss,,False,candidate_miss,,False,candidate_miss,candidate_miss
ipo_2020_06688,6688.HK,cash_runway,449,primary,required,accountants_report,,ipo_2020_06688:cash_runway:0,expert_results\ipo_2020_06688\pass1\expert_annotation_v1.json,"經營活動產生╱（所用）現金流量淨額 16,141,169 (19,049,574) 17,259,942 1,272,641 27,012,620",True,False,2,True,hit,2,True,hit,3,True,hit,2,False,hit,hit
ipo_2020_06688,6688.HK,cash_runway,451,supporting,required,accountants_report,,ipo_2020_06688:cash_runway:1,expert_results\ipo_2020_06688\pass1\expert_annotation_v1.json,"年╱期末現金及現金等價物 20,377,585 46,000,405 39,767,024 39,490,356 71,413,054",True,False,3,True,hit,3,True,hit,4,True,hit,3,False,hit,hit
ipo_2020_06688,6688.HK,continuous_loss,439,primary,required,accountants_report,,ipo_2020_06688:continuous_loss:2,expert_results\ipo_2020_06688\pass1\expert_annotation_v1.json,"年╱期內利潤 8,204,743 2,156,119 18,071,921 1,892,254 21,923,376",True,False,,False,candidate_miss,,False,candidate_miss,,False,candidate_miss,,False,candidate_miss,candidate_miss
ipo_2020_06688,6688.HK,revenue_growth,439,primary,required,accountants_report,,ipo_2020_06688:revenue_growth:3,expert_results\ipo_2020_06688\pass1\expert_annotation_v1.json,"收入 5 65,395,920 85,722,344 120,618,372 52,540,056 72,528,345",True,False,1,True,hit,1,True,hit,1,True,hit,1,False,hit,hit
ipo_2020_06688,6688.HK,customer_concentration,224,primary,required,business_section,,ipo_2020_06688:customer_concentration:4,expert_results\ipo_2020_06688\pass1\expert_annotation_v1.json,"於2017年、2018年、2019年及截至2020年6月30日止的六個月期間，我們來自前五大客戶的收入分別佔我們總收入的14.4%、20.0%、23.7%及22.6%。阿里巴巴是我們於整個往績記錄期間的最大客戶。於2017年、2018年、2019年及截至2020年6月30日止的六個月期間，我們從阿里巴巴產生的收入分別為人民幣5,816百萬元、人民幣7,849百萬元、人民幣9,773百萬元及人民幣4,470百萬元，分別佔我們於有關期間的收入約8.9%、9.2%、8.1%及6.2",True,False,1,True,hit,1,True,hit,1,True,hit,1,False,hit,hit
ipo_2020_06688,6688.HK,supplier_concentration,225,primary,required,business_section,,ipo_2020_06688:supplier_concentration:5,expert_results\ipo_2020_06688\pass1\expert_annotation_v1.json,於2017年、2018年、2019年及截至2020年6月30日止的六個月期間，我們向前五大供應商支付的採購額分別佔相關期間採購額的39.1%、22.9%、32.0%及35.3%。於2017年、2018年、2019年及截至2020年6月30日止的六個月期間，我們最大的供應商分別佔相關期間採購總額的15.1%、5.5%、9.7%及8.2%。,True,False,1,True,hit,1,True,hit,1,True,hit,1,False,hit,hit
ipo_2020_06688,6688.HK,redemption_rights,151,primary,required,pre_ipo_investment,,ipo_2020_06688:redemption_rights:6,expert_results\ipo_2020_06688\pass1\expert_annotation_v1.json,根據本公司與相關方於2020年6月12日簽署的經修訂並重述的《股東協議》（「《股東協議》」）及Ant International與相關方於2018年6月7日所訂立的《Ant International股東協議》（「《Ant International股東協議》」），首次公開發行前投資者可享有與本公司相關的若干特殊權利（其中包括慣常的優先購買權、優先認購權和信息權）。根據《股東協議》及《Ant International股東協議》各自的條款，該兩份協議的特殊權利將於H股上市或A,True,False,2,True,hit,2,True,hit,2,True,hit,2,False,hit,hit
ipo_2020_06688,6688.HK,material_litigation_compliance,236,primary,required,legal_disclosure,,ipo_2020_06688:material_litigation_compliance:8,expert_results\ipo_2020_06688\pass1\expert_annotation_v1.json,於往績記錄期及截至最後實際可行日期，我們並無以被告身份牽涉於任何重大訴訟。此外，於往績記錄期及截至最後實際可行日期，我們及董事均無參與任何重大訴訟、索賠或仲裁，且就董事所深知，概無任何關於本集團的待決或針對我們或董事的重大訴訟、索賠或仲裁。,True,False,1,True,hit,1,True,hit,1,True,hit,1,False,hit,hit
ipo_2020_06688,6688.HK,material_litigation_compliance,236,supporting,required,legal_disclosure,,ipo_2020_06688:material_litigation_compliance:9,expert_results\ipo_2020_06688\pass1\expert_annotation_v1.json,"往績記錄期間及截至最後實際可行日期，我們已就業務的所有重大方面遵守相關法律法規。在往績記錄期間，我們及在「歷史及發展－集團架構、重要子公司及重要聯營公司」一節中列出的重要子公司在境內收到共計22項來自包括中國人民銀行、國家外匯管理局、中國銀保監會在內的監管機構的分支機構、以及相關稅務機構的小額行政處罰，金額合計約人民幣1,060萬元。此外，由於輕微違反相關規定，公司約人民幣2.07萬元所得收入被沒收。這些處罰與罰款對我們的業務、經營結果沒有重大不利影響，也並非由於任何系統性問",True,False,1,True,hit,1,True,hit,1,True,hit,1,False,hit,hit
ipo_2020_06688,6688.HK,precommercial_product,173,primary,required,business_section,,ipo_2020_06688:precommercial_product:11,expert_results\ipo_2020_06688\pass1\expert_annotation_v1.json,截至2020年6月30日止12個月期間，通過我們平台完成的中國內地總支付交易規模達到人民幣118萬億元。我們的數字支付服務收入主要是按照交易金額的一定百分比向商家收取的交易服務費。,True,False,,False,candidate_miss,,False,candidate_miss,,False,candidate_miss,,False,candidate_miss,candidate_miss
ipo_2020_06900,6900.HK,cash_runway,578,primary,required,accountants_report,,ipo_2020_06900:cash_runway:0,expert_results\ipo_2020_06900\pass1\expert_annotation_v1.json,"截至12月31日止年度 截至4月30日止四個月 附註 2017年 2018年 2019年 2019年 2020年 人民幣千元 人民幣千元 人民幣千元 人民幣千元 人民幣千元 （未經審核） 經營活動（所用）╱所得 現金流量淨額 (38,485) (3,806,667) 2,007,987 1,088,457 1,106,733",True,False,2,True,hit,2,True,hit,4,True,hit,2,False,hit,hit
ipo_2020_06900,6900.HK,cash_runway,581,supporting,required,accountants_report,,ipo_2020_06900:cash_runway:1,expert_results\ipo_2020_06900\pass1\expert_annotation_v1.json,"截至12月31日止年度 截至4月30日止四個月 附註 2017年 2018年 2019年 2019年 2020年 人民幣千元 人民幣千元 人民幣千元 人民幣千元 人民幣千元 （未經審核） 年╱期末現金及現金 等價物 506,262 454,669 1,073,499 1,130,956 1,585,384",True,False,1,True,hit,1,True,hit,5,True,hit,1,False,hit,hit
ipo_2020_06900,6900.HK,continuous_loss,571,primary,required,accountants_report,,ipo_2020_06900:continuous_loss:2,expert_results\ipo_2020_06900\pass1\expert_annotation_v1.json,"截至12月31日止年度 截至4月30日止四個月 附註 2017年 2018年 2019年 2019年 2020年 人民幣千元 人民幣千元 人民幣千元 人民幣千元 人民幣千元 （未經審核） 年╱期內溢利 34,578 672,908 676,889 70,083 158,415",True,False,14,True,ranking_miss,14,True,ranking_miss,1,True,hit,1,False,hit,hit
ipo_2020_06900,6900.HK,revenue_growth,571,primary,required,accountants_report,,ipo_2020_06900:revenue_growth:3,expert_results\ipo_2020_06900\pass1\expert_annotation_v1.json,"截至12月31日止年度 截至4月30日止四個月 附註 2017年 2018年 2019年 2019年 2020年 人民幣千元 人民幣千元 人民幣千元 人民幣千元 人民幣千元 （未經審核） 收益 5 1,201,102 6,847,436 7,535,159 1,151,843 1,148,500",True,False,28,True,ranking_miss,,False,candidate_miss,,False,candidate_miss,28,False,candidate_miss,candidate_miss
ipo_2020_06900,6900.HK,customer_concentration,297,primary,required,business_section,,ipo_2020_06900:customer_concentration:4,expert_results\ipo_2020_06900\pass1\expert_annotation_v1.json,我們的客戶主要是我們物業的個人及公司買家以及我們投資物業的租戶。由於我們的業務性質使然，於往績記錄期，我們五大客戶於2017年、2018年及2019年以及截至2020年4月30日止四個月貢獻的收益分別佔總收益不足5.5%，且概無單一最大客戶於2017年、2018年及2019年以及截至2020年4月30日止四個月貢獻的收益分別佔總收益逾2.0%。,True,False,2,True,hit,2,True,hit,3,True,hit,2,False,hit,hit
ipo_2020_06900,6900.HK,supplier_concentration,287,primary,required,business_section,,ipo_2020_06900:supplier_concentration:5,expert_results\ipo_2020_06900\pass1\expert_annotation_v1.json,因此，於2017年、2018年及2019年以及截至2020年4月30日止四個月，對五大供應商的採購額分別佔我們總採購額的約51.6%、33.9%、34.3%及47.0%。於2017年、2018年及2019年以及截至2020年4月30日止四個月，對最大供應商的採購額分別佔我們總採購額的約19.0%、11.2%、8.9%及19.0%。,True,False,2,True,hit,2,True,hit,3,True,hit,2,False,hit,hit
ipo_2020_06900,6900.HK,redemption_rights,169,primary,required,pre_ipo_investment,,ipo_2020_06900:redemption_rights:6,expert_results\ipo_2020_06900\pass1\expert_annotation_v1.json,關於首次公開發售前投資，李博士未曾獲授任何與本公司有關的特別權利。李博士於上市後不會受限於任何禁售規定。,True,False,1,True,hit,1,True,hit,1,True,hit,1,False,hit,hit
ipo_2020_06900,6900.HK,material_litigation_compliance,314,primary,required,legal_disclosure,,ipo_2020_06900:material_litigation_compliance:7,expert_results\ipo_2020_06900\pass1\expert_annotation_v1.json,截至最後實際可行日期，12宗訴訟的原告已於2020年7月中旬向蘇州市中級人民法院（「上訴法院」）提起上訴，彼等的理據為（其中包括）陽台的若干要素（如朝向、樓層平面圖及設計條件等）未經買家事先同意而遭任意纂改，因此嚴重影響了買家對物業單位的正常使用。於2020年7月24日，常熟共築已收到原告的相關上訴請求。截至最後實際可行日期，上訴審理日期仍待確定。截至最後實際可行日期，該12宗訴訟仍待上訴法院審理，所涉申索總額約為人民幣55.5百萬元，其中約人民幣50.7百萬元與終止相關預售,True,False,19,True,ranking_miss,38,True,ranking_miss,19,True,ranking_miss,19,False,ranking_miss,ranking_miss
ipo_2020_06900,6900.HK,precommercial_product,609,primary,required,accountants_report,,ipo_2020_06900:precommercial_product:10,expert_results\ipo_2020_06900\pass1\expert_annotation_v1.json,"截至12月31日止年度 截至4月30日止四個月 2017年 2018年 2019年 2019年 2020年 人民幣千元 人民幣千元 人民幣千元 人民幣千元 人民幣千元 （未經審核） 貨品或服務類型： 物業銷售 1,169,137 6,789,127 7,449,198 1,129,572 1,124,182",True,False,,False,candidate_miss,,False,candidate_miss,,False,candidate_miss,,False,candidate_miss,candidate_miss
ipo_2020_06968,6968.HK,cash_runway,406,primary,required,accountants_report,,ipo_2020_06968:cash_runway:0,expert_results\ipo_2020_06968\pass1\expert_annotation_v1.json,"經營活動所得╱（所用）現金淨額 . . . . . . 75,884 (626,327) (6,756,031)",True,False,2,True,hit,2,True,hit,1,True,hit,1,False,hit,hit
ipo_2020_06968,6968.HK,cash_runway,406,supporting,required,accountants_report,,ipo_2020_06968:cash_runway:1,expert_results\ipo_2020_06968\pass1\expert_annotation_v1.json,"年末現金及現金等價物 . . . . . . . . . . . . 19 166,204 622,753 1,052,217",True,False,2,True,hit,2,True,hit,1,True,hit,1,False,hit,hit
ipo_2020_06968,6968.HK,continuous_loss,401,primary,required,accountants_report,,ipo_2020_06968:continuous_loss:2,expert_results\ipo_2020_06968\pass1\expert_annotation_v1.json,"年內溢利及全面收益總額 . . . . . . . . . . . . 32,831 331,958 470,064",True,False,9,True,ranking_miss,9,True,ranking_miss,1,True,hit,1,False,hit,hit
ipo_2020_06968,6968.HK,revenue_growth,401,primary,required,accountants_report,,ipo_2020_06968:revenue_growth:3,expert_results\ipo_2020_06968\pass1\expert_annotation_v1.json,"來自客戶合約的收益 . . . . . . . . . . . . . . . . 5 433,931 1,659,593 1,978,034",True,False,1,True,hit,1,True,hit,1,True,hit,1,False,hit,hit
ipo_2020_06968,6968.HK,customer_concentration,252,primary,required,business_section,,ipo_2020_06968:customer_concentration:4,expert_results\ipo_2020_06968\pass1\expert_annotation_v1.json,我們的客戶為物業的個人及公司買家。截至2019年12月31日止三個年度，自五大客戶的收益分別佔收益總額的5.4%、4.0%及2.5%。自最大客戶的收益分別佔收益總額的1.5%、2.5%及1.3%。我們於往績記錄期間的所有五大客戶均為獨立第三方。,True,False,2,True,hit,2,True,hit,2,True,hit,2,False,hit,hit
ipo_2020_06968,6968.HK,supplier_concentration,252,primary,required,business_section,,ipo_2020_06968:supplier_concentration:5,expert_results\ipo_2020_06968\pass1\expert_annotation_v1.json,截至2019年12月31日止三個年度，自五大供應商（均為獨立第三方）的採購額分別佔採購總額（不包括土地採購額）的58.8%、30.1%及22.1%，且自單一最大供應商的採購額分別佔採購總額（不包括土地採購額）的25.2%、10.6%及6.6%。,True,False,1,True,hit,1,True,hit,2,True,hit,1,False,hit,hit
ipo_2020_06968,6968.HK,redemption_rights,302,primary,required,corporate_structure,,ipo_2020_06968:redemption_rights:6,expert_results\ipo_2020_06968\pass1\expert_annotation_v1.json,華 興 . . . . . . . . . . . . . . . . . . . . . . . 實益擁有人 420 42% 華 聯 . . . . . . . . . . . . . . . . . . . . . . . 實益擁有人 330 33% 華 隆 . . . . . . . . . . . . . . . . . . . . . . . 實益擁有人 250 25%,True,False,,False,candidate_miss,,False,candidate_miss,,False,candidate_miss,,False,candidate_miss,candidate_miss
ipo_2020_06968,6968.HK,redemption_rights,303,supporting,required,corporate_structure,,ipo_2020_06968:redemption_rights:7,expert_results\ipo_2020_06968\pass1\expert_annotation_v1.json,股份為我們股本中的普通股，與現時全部已發行股份享有同等地位，具體而言，其將全面享有於本招股章程日期後的記錄日期就股份所宣派、作出或派付的一切股息或其他分派。,True,False,,False,candidate_miss,,False,candidate_miss,,False,candidate_miss,,False,candidate_miss,candidate_miss
ipo_2020_06968,6968.HK,material_litigation_compliance,269,primary,required,business_section,,ipo_2020_06968:material_litigation_compliance:9,expert_results\ipo_2020_06968\pass1\expert_annotation_v1.json,據中國法律顧問告知，我們的董事確認，除下文所披露者外，本集團於往績記錄期間在所有重大方面均已遵守所有適用中國法律法規。下文載列我們於往績記錄期間若干過往不合規事件的詳情。 基於(i)過往不合規事件的性質及事因；(ii)中國相關政府主管部門發出的確認函及與其進行的會談；(iii)下文所載我們中國法律顧問對相關不合規事件的意見；及(iv)已實行的糾正措施及經強化的內部控制措施，董事認為，下文所述過往不合規事件均不會對我們的業務、財務狀況及經營業績造成任何重大不利影響。,True,False,38,True,ranking_miss,,False,candidate_miss,,False,candidate_miss,38,True,partial_completion,candidate_miss
ipo_2020_06968,6968.HK,material_litigation_compliance,252,supporting,required,business_section,,ipo_2020_06968:material_litigation_compliance:10,expert_results\ipo_2020_06968\pass1\expert_annotation_v1.json,截至最後實際可行日期，我們並無接到任何更正命令或曾就未登記租賃協議遭受任何罰款。董事認為，該等未登記租賃協議不會對我們的經營或財務造成重大影響。因此，毋需於財務報表作出計提撥備。,True,False,,False,candidate_miss,,False,candidate_miss,,False,candidate_miss,,True,partial_completion,candidate_miss
ipo_2020_06968,6968.HK,material_litigation_compliance,624,cross_check,required,legal_disclosure,,ipo_2020_06968:material_litigation_compliance:11,expert_results\ipo_2020_06968\pass1\expert_annotation_v1.json,除本招股章程所披露者外，本集團成員公司概無涉及任何重大訴訟、仲裁或申索，據董事所知，亦無任何待決或本公司提出或針對本公司且會對本公司經營業績或財務狀況產生重大不利影響的重大訴訟、仲裁或申索。,True,False,1,True,hit,1,True,hit,1,True,hit,1,True,hit,hit
ipo_2020_06968,6968.HK,precommercial_product,428,primary,required,accountants_report,,ipo_2020_06968:precommercial_product:12,expert_results\ipo_2020_06968\pass1\expert_annotation_v1.json,執行董事根據除所得稅前溢利計量評估經營分部的表現，並視之為唯一的經營分部，即物業開發部。因此，未列報分部披露資料。,True,False,,False,candidate_miss,,False,candidate_miss,,False,candidate_miss,,False,candidate_miss,candidate_miss
ipo_2020_06968,6968.HK,precommercial_product,428,supporting,required,accountants_report,,ipo_2020_06968:precommercial_product:13,expert_results\ipo_2020_06968\pass1\expert_annotation_v1.json,於往績記錄期間確認的來自客戶合約的收益為位於中國的物業銷售額（均已於某一時點予以確認）。,True,False,,False,candidate_miss,,False,candidate_miss,,False,candidate_miss,,False,candidate_miss,candidate_miss
ipo_2020_08489,8489.HK,cash_runway,308,primary,required,accountants_report,,ipo_2020_08489:cash_runway:0,expert_results\ipo_2020_08489\pass1\expert_annotation_v1.json,"截至十二月三十一日止年度 截至八月三十一日 止八個月 二零一七年 二零一八年 二零一九年 二零一九年 二零二零年 千港元 千港元 千港元 千港元 千港元 經營活動（所用）所得現金淨額 (191) 13,459 11,020 34,072 32,219",True,False,2,True,hit,2,True,hit,3,True,hit,2,False,hit,hit
