case_id,risk_code,page,evidence_role,requirement,source_authority,confidence,evidence_id,gold_label,judgement_status,annotation_source,audit_status,audit_resolution
ipo_2020_02263,precommercial_product,112,supporting,required,business_section,0.99,ipo_2020_02263:precommercial_product:14,2,JUDGED,expert_results\ipo_2020_02263\pass1\expert_annotation_v1.json,not_available,
ipo_2020_02599,cash_runway,610,primary,required,accountants_report,0.99,ipo_2020_02599:cash_runway:0,3,JUDGED,expert_results\ipo_2020_02599\pass1\expert_annotation_v1.json,not_available,
ipo_2020_02599,cash_runway,612,supporting,required,accountants_report,0.99,ipo_2020_02599:cash_runway:1,2,JUDGED,expert_results\ipo_2020_02599\pass1\expert_annotation_v1.json,not_available,
ipo_2020_02599,continuous_loss,602,primary,required,accountants_report,0.99,ipo_2020_02599:continuous_loss:2,3,JUDGED,expert_results\ipo_2020_02599\pass1\expert_annotation_v1.json,available,financial_resolution_v1.json:CLOSED|CONFIRM_EXISTING|CANONICAL_INPUTS_CONFIRM_LABEL|DETERMINISTIC
ipo_2020_02599,revenue_growth,602,primary,required,accountants_report,0.99,ipo_2020_02599:revenue_growth:3,3,JUDGED,expert_results\ipo_2020_02599\pass1\expert_annotation_v1.json,available,financial_resolution_v1.json:CLOSED|CONFIRM_EXISTING|CANONICAL_INPUTS_CONFIRM_LABEL|DETERMINISTIC
ipo_2020_02599,customer_concentration,346,primary,required,business_section,0.99,ipo_2020_02599:customer_concentration:4,3,JUDGED,expert_results\ipo_2020_02599\pass1\expert_annotation_v1.json,available,financial_resolution_v1.json:CLOSED|CONFIRM_EXISTING|CANONICAL_INPUTS_CONFIRM_LABEL|DETERMINISTIC
ipo_2020_02599,supplier_concentration,341,primary,required,business_section,0.99,ipo_2020_02599:supplier_concentration:5,3,JUDGED,expert_results\ipo_2020_02599\pass1\expert_annotation_v1.json,available,financial_resolution_v1.json:CLOSED|CONFIRM_EXISTING|MAX_SEVERITY_ACROSS_VALID_COMPARABLE_PERIODS|POLICY_RESOLVED
ipo_2020_02599,redemption_rights,205,primary,required,pre_ipo_investment,0.99,ipo_2020_02599:redemption_rights:6,3,JUDGED,expert_results\ipo_2020_02599\pass1\expert_annotation_v1.json,not_available,
ipo_2020_02599,material_litigation_compliance,354,primary,required,legal_disclosure,0.98,ipo_2020_02599:material_litigation_compliance:7,3,JUDGED,expert_results\ipo_2020_02599\pass1\expert_annotation_v1.json,not_available,
ipo_2020_02599,material_litigation_compliance,355,supporting,required,legal_disclosure,0.98,ipo_2020_02599:material_litigation_compliance:8,2,JUDGED,expert_results\ipo_2020_02599\pass1\expert_annotation_v1.json,not_available,
ipo_2020_02599,material_litigation_compliance,33,cross_check,supporting_only,summary,0.96,ipo_2020_02599:material_litigation_compliance:9,1,JUDGED,expert_results\ipo_2020_02599\pass1\expert_annotation_v1.json,not_available,
ipo_2020_02599,precommercial_product,223,primary,required,business_section,0.99,ipo_2020_02599:precommercial_product:10,3,JUDGED,expert_results\ipo_2020_02599\pass1\expert_annotation_v1.json,not_available,
ipo_2020_03347,cash_runway,458,primary,required,accountants_report,0.99,ipo_2020_03347:cash_runway:0,3,JUDGED,expert_results\ipo_2020_03347\pass1\expert_annotation_v1.json,not_available,
ipo_2020_03347,cash_runway,459,supporting,required,accountants_report,0.99,ipo_2020_03347:cash_runway:1,2,JUDGED,expert_results\ipo_2020_03347\pass1\expert_annotation_v1.json,not_available,
ipo_2020_03347,cash_runway,530,cross_check,supporting_only,accountants_report,0.99,ipo_2020_03347:cash_runway:2,1,JUDGED,expert_results\ipo_2020_03347\pass1\expert_annotation_v1.json,not_available,
ipo_2020_03347,continuous_loss,449,primary,required,accountants_report,0.99,ipo_2020_03347:continuous_loss:3,3,JUDGED,expert_results\ipo_2020_03347\pass1\expert_annotation_v1.json,available,financial_resolution_v1.json:CLOSED|SET_REVIEW_STATE|EVIDENCE_LIMITED_FINAL_REVIEW_STATE|REVIEW_STATE
ipo_2020_03347,revenue_growth,449,primary,required,accountants_report,0.99,ipo_2020_03347:revenue_growth:4,3,JUDGED,expert_results\ipo_2020_03347\pass1\expert_annotation_v1.json,available,financial_resolution_v1.json:CLOSED|SET_REVIEW_STATE|EVIDENCE_LIMITED_FINAL_REVIEW_STATE|REVIEW_STATE
ipo_2020_03347,customer_concentration,489,primary,required,accountants_report,0.99,ipo_2020_03347:customer_concentration:5,3,JUDGED,expert_results\ipo_2020_03347\pass1\expert_annotation_v1.json,available,financial_resolution_v1.json:CLOSED|CONFIRM_EXISTING|FORMAL_BOUND_EXCLUDES_MEDIUM|DETERMINISTIC
ipo_2020_03347,customer_concentration,256,cross_check,supporting_only,business_section,0.99,ipo_2020_03347:customer_concentration:6,1,JUDGED,expert_results\ipo_2020_03347\pass1\expert_annotation_v1.json,available,financial_resolution_v1.json:CLOSED|CONFIRM_EXISTING|FORMAL_BOUND_EXCLUDES_MEDIUM|DETERMINISTIC
ipo_2020_03347,supplier_concentration,260,primary,required,business_section,0.99,ipo_2020_03347:supplier_concentration:7,3,JUDGED,expert_results\ipo_2020_03347\pass1\expert_annotation_v1.json,not_available,
ipo_2020_03347,redemption_rights,109,primary,required,legal_disclosure,0.97,ipo_2020_03347:redemption_rights:8,3,JUDGED,expert_results\ipo_2020_03347\pass1\expert_annotation_v1.json,not_available,
ipo_2020_03347,redemption_rights,302,supporting,required,legal_disclosure,0.95,ipo_2020_03347:redemption_rights:9,2,JUDGED,expert_results\ipo_2020_03347\pass1\expert_annotation_v1.json,not_available,
ipo_2020_03347,redemption_rights,670,cross_check,supporting_only,legal_disclosure,0.94,ipo_2020_03347:redemption_rights:10,1,JUDGED,expert_results\ipo_2020_03347\pass1\expert_annotation_v1.json,not_available,
ipo_2020_03347,material_litigation_compliance,275,primary,required,legal_disclosure,0.99,ipo_2020_03347:material_litigation_compliance:11,3,JUDGED,expert_results\ipo_2020_03347\pass1\expert_annotation_v1.json,not_available,
ipo_2020_03347,material_litigation_compliance,275,supporting,required,legal_disclosure,0.98,ipo_2020_03347:material_litigation_compliance:12,2,JUDGED,expert_results\ipo_2020_03347\pass1\expert_annotation_v1.json,not_available,
ipo_2020_03347,material_litigation_compliance,276,supporting,supporting_only,legal_disclosure,0.97,ipo_2020_03347:material_litigation_compliance:13,1,JUDGED,expert_results\ipo_2020_03347\pass1\expert_annotation_v1.json,not_available,
ipo_2020_03347,material_litigation_compliance,271,supporting,supporting_only,legal_disclosure,0.98,ipo_2020_03347:material_litigation_compliance:14,1,JUDGED,expert_results\ipo_2020_03347\pass1\expert_annotation_v1.json,not_available,
ipo_2020_03347,precommercial_product,460,primary,required,accountants_report,0.99,ipo_2020_03347:precommercial_product:15,3,JUDGED,expert_results\ipo_2020_03347\pass1\expert_annotation_v1.json,not_available,
ipo_2020_03347,precommercial_product,329,supporting,required,financial_information,0.99,ipo_2020_03347:precommercial_product:16,2,JUDGED,expert_results\ipo_2020_03347\pass1\expert_annotation_v1.json,not_available,
ipo_2020_03347,redemption_rights,482,cross_check,supporting_only,accountants_report,0.97,ipo_2020_03347:redemption_rights:17,1,JUDGED,expert_results\ipo_2020_03347\pass1\expert_annotation_v1.json,not_available,
ipo_2020_03347,redemption_rights,584,cross_check,supporting_only,accountants_report,0.96,ipo_2020_03347:redemption_rights:18,1,JUDGED,expert_results\ipo_2020_03347\pass1\expert_annotation_v1.json,not_available,
ipo_2020_06063,cash_runway,366,primary,required,accountants_report,0.99,ipo_2020_06063:cash_runway:0,3,JUDGED,expert_results\ipo_2020_06063\pass1\expert_annotation_v1.json,not_available,
ipo_2020_06063,cash_runway,367,primary,required,accountants_report,0.99,ipo_2020_06063:cash_runway:1,3,JUDGED,expert_results\ipo_2020_06063\pass1\expert_annotation_v1.json,not_available,
ipo_2020_06063,continuous_loss,362,primary,required,accountants_report,0.99,ipo_2020_06063:continuous_loss:2,3,JUDGED,expert_results\ipo_2020_06063\pass1\expert_annotation_v1.json,available,financial_resolution_v1.json:CLOSED|CONFIRM_EXISTING|CANONICAL_INPUTS_CONFIRM_LABEL|DETERMINISTIC
ipo_2020_06063,revenue_growth,362,primary,required,accountants_report,0.99,ipo_2020_06063:revenue_growth:3,3,JUDGED,expert_results\ipo_2020_06063\pass1\expert_annotation_v1.json,not_available,
ipo_2020_06063,customer_concentration,155,primary,required,business_section,0.99,ipo_2020_06063:customer_concentration:4,3,JUDGED,expert_results\ipo_2020_06063\pass1\expert_annotation_v1.json,available,financial_resolution_v1.json:CLOSED|CONFIRM_EXISTING|CANONICAL_INPUTS_CONFIRM_LABEL|DETERMINISTIC
ipo_2020_06063,customer_concentration,155,primary,required,business_section,0.99,ipo_2020_06063:customer_concentration:5,3,JUDGED,expert_results\ipo_2020_06063\pass1\expert_annotation_v1.json,available,financial_resolution_v1.json:CLOSED|CONFIRM_EXISTING|CANONICAL_INPUTS_CONFIRM_LABEL|DETERMINISTIC
ipo_2020_06063,customer_concentration,155,primary,required,business_section,0.99,ipo_2020_06063:customer_concentration:6,3,JUDGED,expert_results\ipo_2020_06063\pass1\expert_annotation_v1.json,available,financial_resolution_v1.json:CLOSED|CONFIRM_EXISTING|CANONICAL_INPUTS_CONFIRM_LABEL|DETERMINISTIC
ipo_2020_06063,customer_concentration,156,primary,required,business_section,0.99,ipo_2020_06063:customer_concentration:7,3,JUDGED,expert_results\ipo_2020_06063\pass1\expert_annotation_v1.json,available,financial_resolution_v1.json:CLOSED|CONFIRM_EXISTING|CANONICAL_INPUTS_CONFIRM_LABEL|DETERMINISTIC
ipo_2020_06063,customer_concentration,156,primary,required,business_section,0.99,ipo_2020_06063:customer_concentration:8,3,JUDGED,expert_results\ipo_2020_06063\pass1\expert_annotation_v1.json,available,financial_resolution_v1.json:CLOSED|CONFIRM_EXISTING|CANONICAL_INPUTS_CONFIRM_LABEL|DETERMINISTIC
ipo_2020_06063,customer_concentration,362,primary,required,accountants_report,0.99,ipo_2020_06063:customer_concentration:9,3,JUDGED,expert_results\ipo_2020_06063\pass1\expert_annotation_v1.json,available,financial_resolution_v1.json:CLOSED|CONFIRM_EXISTING|CANONICAL_INPUTS_CONFIRM_LABEL|DETERMINISTIC
ipo_2020_06063,customer_concentration,157,cross_check,supporting_only,business_section,0.98,ipo_2020_06063:customer_concentration:10,1,JUDGED,expert_results\ipo_2020_06063\pass1\expert_annotation_v1.json,available,financial_resolution_v1.json:CLOSED|CONFIRM_EXISTING|CANONICAL_INPUTS_CONFIRM_LABEL|DETERMINISTIC
ipo_2020_06063,supplier_concentration,170,primary,required,business_section,0.99,ipo_2020_06063:supplier_concentration:11,3,JUDGED,expert_results\ipo_2020_06063\pass1\expert_annotation_v1.json,available,financial_resolution_v1.json:CLOSED|CONFIRM_EXISTING|CANONICAL_INPUTS_CONFIRM_LABEL|DETERMINISTIC
ipo_2020_06063,supplier_concentration,170,primary,required,business_section,0.99,ipo_2020_06063:supplier_concentration:12,3,JUDGED,expert_results\ipo_2020_06063\pass1\expert_annotation_v1.json,available,financial_resolution_v1.json:CLOSED|CONFIRM_EXISTING|CANONICAL_INPUTS_CONFIRM_LABEL|DETERMINISTIC
ipo_2020_06063,supplier_concentration,170,primary,required,business_section,0.99,ipo_2020_06063:supplier_concentration:13,3,JUDGED,expert_results\ipo_2020_06063\pass1\expert_annotation_v1.json,available,financial_resolution_v1.json:CLOSED|CONFIRM_EXISTING|CANONICAL_INPUTS_CONFIRM_LABEL|DETERMINISTIC
ipo_2020_06063,supplier_concentration,170,primary,required,business_section,0.99,ipo_2020_06063:supplier_concentration:14,3,JUDGED,expert_results\ipo_2020_06063\pass1\expert_annotation_v1.json,available,financial_resolution_v1.json:CLOSED|CONFIRM_EXISTING|CANONICAL_INPUTS_CONFIRM_LABEL|DETERMINISTIC
ipo_2020_06063,supplier_concentration,170,primary,required,business_section,0.99,ipo_2020_06063:supplier_concentration:15,3,JUDGED,expert_results\ipo_2020_06063\pass1\expert_annotation_v1.json,available,financial_resolution_v1.json:CLOSED|CONFIRM_EXISTING|CANONICAL_INPUTS_CONFIRM_LABEL|DETERMINISTIC
ipo_2020_06063,supplier_concentration,254,supporting,required,financial_information,0.98,ipo_2020_06063:supplier_concentration:16,2,JUDGED,expert_results\ipo_2020_06063\pass1\expert_annotation_v1.json,available,financial_resolution_v1.json:CLOSED|CONFIRM_EXISTING|CANONICAL_INPUTS_CONFIRM_LABEL|DETERMINISTIC
ipo_2020_06063,supplier_concentration,255,supporting,required,financial_information,0.98,ipo_2020_06063:supplier_concentration:17,2,JUDGED,expert_results\ipo_2020_06063\pass1\expert_annotation_v1.json,available,financial_resolution_v1.json:CLOSED|CONFIRM_EXISTING|CANONICAL_INPUTS_CONFIRM_LABEL|DETERMINISTIC
ipo_2020_06063,supplier_concentration,165,cross_check,supporting_only,business_section,0.98,ipo_2020_06063:supplier_concentration:18,1,JUDGED,expert_results\ipo_2020_06063\pass1\expert_annotation_v1.json,available,financial_resolution_v1.json:CLOSED|CONFIRM_EXISTING|CANONICAL_INPUTS_CONFIRM_LABEL|DETERMINISTIC
ipo_2020_06063,redemption_rights,107,primary,alternative,corporate_structure,0.95,ipo_2020_06063:redemption_rights:19,1,JUDGED,expert_results\ipo_2020_06063\pass1\expert_annotation_v1.json,not_available,
ipo_2020_06063,redemption_rights,109,supporting,alternative,corporate_structure,0.94,ipo_2020_06063:redemption_rights:20,1,JUDGED,expert_results\ipo_2020_06063\pass1\expert_annotation_v1.json,not_available,
ipo_2020_06063,material_litigation_compliance,200,primary,required,legal_disclosure,0.96,ipo_2020_06063:material_litigation_compliance:21,3,JUDGED,expert_results\ipo_2020_06063\pass1\expert_annotation_v1.json,not_available,
ipo_2020_06063,material_litigation_compliance,200,primary,required,legal_disclosure,0.96,ipo_2020_06063:material_litigation_compliance:22,3,JUDGED,expert_results\ipo_2020_06063\pass1\expert_annotation_v1.json,not_available,
ipo_2020_06063,material_litigation_compliance,202,cross_check,supporting_only,legal_disclosure,0.95,ipo_2020_06063:material_litigation_compliance:23,1,JUDGED,expert_results\ipo_2020_06063\pass1\expert_annotation_v1.json,not_available,
ipo_2020_06063,material_litigation_compliance,210,cross_check,supporting_only,legal_disclosure,0.94,ipo_2020_06063:material_litigation_compliance:24,1,JUDGED,expert_results\ipo_2020_06063\pass1\expert_annotation_v1.json,not_available,
ipo_2020_06063,precommercial_product,103,primary,required,business_section,0.99,ipo_2020_06063:precommercial_product:25,3,JUDGED,expert_results\ipo_2020_06063\pass1\expert_annotation_v1.json,not_available,
ipo_2020_06063,precommercial_product,103,supporting,required,business_section,0.99,ipo_2020_06063:precommercial_product:26,2,JUDGED,expert_results\ipo_2020_06063\pass1\expert_annotation_v1.json,not_available,
ipo_2020_06063,precommercial_product,362,cross_check,supporting_only,accountants_report,0.99,ipo_2020_06063:precommercial_product:27,1,JUDGED,expert_results\ipo_2020_06063\pass1\expert_annotation_v1.json,not_available,
ipo_2020_06618,cash_runway,417,primary,required,accountants_report,0.99,ipo_2020_06618:cash_runway:0,3,JUDGED,expert_results\ipo_2020_06618\pass1\expert_annotation_v1.json,not_available,
ipo_2020_06618,cash_runway,418,supporting,required,accountants_report,0.99,ipo_2020_06618:cash_runway:1,2,JUDGED,expert_results\ipo_2020_06618\pass1\expert_annotation_v1.json,not_available,
ipo_2020_06618,continuous_loss,411,primary,required,accountants_report,0.99,ipo_2020_06618:continuous_loss:2,3,JUDGED,expert_results\ipo_2020_06618\pass1\expert_annotation_v1.json,available,financial_resolution_v1.json:CLOSED|CONFIRM_EXISTING|CANONICAL_INPUTS_CONFIRM_LABEL|DETERMINISTIC
ipo_2020_06618,revenue_growth,411,primary,required,accountants_report,0.99,ipo_2020_06618:revenue_growth:3,3,JUDGED,expert_results\ipo_2020_06618\pass1\expert_annotation_v1.json,available,financial_resolution_v1.json:CLOSED|CONFIRM_EXISTING|CANONICAL_INPUTS_CONFIRM_LABEL|DETERMINISTIC
ipo_2020_06618,customer_concentration,191,primary,required,business_section,0.99,ipo_2020_06618:customer_concentration:4,3,JUDGED,expert_results\ipo_2020_06618\pass1\expert_annotation_v1.json,available,financial_resolution_v1.json:CLOSED|CONFIRM_EXISTING|FORMAL_BOUND_EXCLUDES_MEDIUM|DETERMINISTIC
ipo_2020_06618,supplier_concentration,192,primary,required,business_section,0.99,ipo_2020_06618:supplier_concentration:5,3,JUDGED,expert_results\ipo_2020_06618\pass1\expert_annotation_v1.json,available,financial_resolution_v1.json:CLOSED|CONFIRM_EXISTING|FORMAL_BOUND_EXCLUDES_MEDIUM|DETERMINISTIC
ipo_2020_06618,redemption_rights,155,primary,required,pre_ipo_investment,0.99,ipo_2020_06618:redemption_rights:6,3,JUDGED,expert_results\ipo_2020_06618\pass1\expert_annotation_v1.json,not_available,
ipo_2020_06618,redemption_rights,445,cross_check,supporting_only,accountants_report,0.99,ipo_2020_06618:redemption_rights:7,1,JUDGED,expert_results\ipo_2020_06618\pass1\expert_annotation_v1.json,not_available,
ipo_2020_06618,redemption_rights,490,cross_check,supporting_only,accountants_report,0.99,ipo_2020_06618:redemption_rights:8,1,JUDGED,expert_results\ipo_2020_06618\pass1\expert_annotation_v1.json,not_available,
ipo_2020_06618,material_litigation_compliance,195,primary,required,legal_disclosure,0.99,ipo_2020_06618:material_litigation_compliance:9,3,JUDGED,expert_results\ipo_2020_06618\pass1\expert_annotation_v1.json,not_available,
ipo_2020_06618,material_litigation_compliance,200,supporting,supporting_only,legal_disclosure,0.98,ipo_2020_06618:material_litigation_compliance:10,1,JUDGED,expert_results\ipo_2020_06618\pass1\expert_annotation_v1.json,not_available,
ipo_2020_06618,material_litigation_compliance,200,supporting,supporting_only,legal_disclosure,0.98,ipo_2020_06618:material_litigation_compliance:11,1,JUDGED,expert_results\ipo_2020_06618\pass1\expert_annotation_v1.json,not_available,
ipo_2020_06618,precommercial_product,447,primary,required,accountants_report,0.99,ipo_2020_06618:precommercial_product:12,3,JUDGED,expert_results\ipo_2020_06618\pass1\expert_annotation_v1.json,not_available,
ipo_2020_06688,cash_runway,449,primary,required,accountants_report,0.99,ipo_2020_06688:cash_runway:0,3,JUDGED,expert_results\ipo_2020_06688\pass1\expert_annotation_v1.json,not_available,
ipo_2020_06688,cash_runway,451,supporting,required,accountants_report,0.99,ipo_2020_06688:cash_runway:1,2,JUDGED,expert_results\ipo_2020_06688\pass1\expert_annotation_v1.json,not_available,
ipo_2020_06688,continuous_loss,439,primary,required,accountants_report,0.99,ipo_2020_06688:continuous_loss:2,3,JUDGED,expert_results\ipo_2020_06688\pass1\expert_annotation_v1.json,available,financial_resolution_v1.json:CLOSED|SET_REVIEW_STATE|EVIDENCE_LIMITED_FINAL_REVIEW_STATE|REVIEW_STATE
ipo_2020_06688,revenue_growth,439,primary,required,accountants_report,0.99,ipo_2020_06688:revenue_growth:3,3,JUDGED,expert_results\ipo_2020_06688\pass1\expert_annotation_v1.json,available,financial_resolution_v1.json:CLOSED|SET_REVIEW_STATE|EVIDENCE_LIMITED_FINAL_REVIEW_STATE|REVIEW_STATE
ipo_2020_06688,customer_concentration,224,primary,required,business_section,0.99,ipo_2020_06688:customer_concentration:4,3,JUDGED,expert_results\ipo_2020_06688\pass1\expert_annotation_v1.json,available,financial_resolution_v1.json:CLOSED|CONFIRM_EXISTING|CANONICAL_INPUTS_CONFIRM_LABEL|DETERMINISTIC
ipo_2020_06688,supplier_concentration,225,primary,required,business_section,0.99,ipo_2020_06688:supplier_concentration:5,3,JUDGED,expert_results\ipo_2020_06688\pass1\expert_annotation_v1.json,available,financial_resolution_v1.json:CLOSED|CONFIRM_EXISTING|CANONICAL_INPUTS_CONFIRM_LABEL|DETERMINISTIC
ipo_2020_06688,redemption_rights,151,primary,required,pre_ipo_investment,0.98,ipo_2020_06688:redemption_rights:6,3,JUDGED,expert_results\ipo_2020_06688\pass1\expert_annotation_v1.json,not_available,
ipo_2020_06688,redemption_rights,152,supporting,supporting_only,pre_ipo_investment,0.97,ipo_2020_06688:redemption_rights:7,1,JUDGED,expert_results\ipo_2020_06688\pass1\expert_annotation_v1.json,not_available,
ipo_2020_06688,material_litigation_compliance,236,primary,required,legal_disclosure,0.99,ipo_2020_06688:material_litigation_compliance:8,3,JUDGED,expert_results\ipo_2020_06688\pass1\expert_annotation_v1.json,not_available,
ipo_2020_06688,material_litigation_compliance,236,supporting,required,legal_disclosure,0.98,ipo_2020_06688:material_litigation_compliance:9,2,JUDGED,expert_results\ipo_2020_06688\pass1\expert_annotation_v1.json,not_available,
ipo_2020_06688,material_litigation_compliance,235,cross_check,supporting_only,legal_disclosure,0.98,ipo_2020_06688:material_litigation_compliance:10,1,JUDGED,expert_results\ipo_2020_06688\pass1\expert_annotation_v1.json,not_available,
ipo_2020_06688,precommercial_product,173,primary,required,business_section,0.99,ipo_2020_06688:precommercial_product:11,3,JUDGED,expert_results\ipo_2020_06688\pass1\expert_annotation_v1.json,not_available,
ipo_2020_06688,precommercial_product,175,supporting,supporting_only,business_section,0.98,ipo_2020_06688:precommercial_product:12,1,JUDGED,expert_results\ipo_2020_06688\pass1\expert_annotation_v1.json,not_available,
ipo_2020_06900,cash_runway,578,primary,required,accountants_report,0.99,ipo_2020_06900:cash_runway:0,3,JUDGED,expert_results\ipo_2020_06900\pass1\expert_annotation_v1.json,not_available,
ipo_2020_06900,cash_runway,581,supporting,required,accountants_report,0.99,ipo_2020_06900:cash_runway:1,2,JUDGED,expert_results\ipo_2020_06900\pass1\expert_annotation_v1.json,not_available,
ipo_2020_06900,continuous_loss,571,primary,required,accountants_report,0.99,ipo_2020_06900:continuous_loss:2,3,JUDGED,expert_results\ipo_2020_06900\pass1\expert_annotation_v1.json,available,financial_resolution_v1.json:CLOSED|CONFIRM_EXISTING|CANONICAL_INPUTS_CONFIRM_LABEL|DETERMINISTIC
ipo_2020_06900,revenue_growth,571,primary,required,accountants_report,0.99,ipo_2020_06900:revenue_growth:3,3,JUDGED,expert_results\ipo_2020_06900\pass1\expert_annotation_v1.json,available,financial_resolution_v1.json:CLOSED|CONFIRM_EXISTING|CANONICAL_INPUTS_CONFIRM_LABEL|DETERMINISTIC
ipo_2020_06900,customer_concentration,297,primary,required,business_section,0.99,ipo_2020_06900:customer_concentration:4,3,JUDGED,expert_results\ipo_2020_06900\pass1\expert_annotation_v1.json,available,financial_resolution_v1.json:CLOSED|SET_REVIEW_STATE|EVIDENCE_LIMITED_FINAL_REVIEW_STATE|REVIEW_STATE
ipo_2020_06900,supplier_concentration,287,primary,required,business_section,0.99,ipo_2020_06900:supplier_concentration:5,3,JUDGED,expert_results\ipo_2020_06900\pass1\expert_annotation_v1.json,available,financial_resolution_v1.json:CLOSED|CONFIRM_EXISTING|CANONICAL_INPUTS_CONFIRM_LABEL|DETERMINISTIC
ipo_2020_06900,redemption_rights,169,primary,required,pre_ipo_investment,0.99,ipo_2020_06900:redemption_rights:6,3,JUDGED,expert_results\ipo_2020_06900\pass1\expert_annotation_v1.json,not_available,
ipo_2020_06900,material_litigation_compliance,314,primary,required,legal_disclosure,0.99,ipo_2020_06900:material_litigation_compliance:7,3,JUDGED,expert_results\ipo_2020_06900\pass1\expert_annotation_v1.json,not_available,
ipo_2020_06900,material_litigation_compliance,313,supporting,supporting_only,legal_disclosure,0.99,ipo_2020_06900:material_litigation_compliance:8,1,JUDGED,expert_results\ipo_2020_06900\pass1\expert_annotation_v1.json,not_available,
ipo_2020_06900,material_litigation_compliance,314,cross_check,supporting_only,legal_disclosure,0.98,ipo_2020_06900:material_litigation_compliance:9,1,JUDGED,expert_results\ipo_2020_06900\pass1\expert_annotation_v1.json,not_available,
ipo_2020_06900,precommercial_product,609,primary,required,accountants_report,0.99,ipo_2020_06900:precommercial_product:10,3,JUDGED,expert_results\ipo_2020_06900\pass1\expert_annotation_v1.json,not_available,
ipo_2020_06968,cash_runway,406,primary,required,accountants_report,0.99,ipo_2020_06968:cash_runway:0,3,JUDGED,expert_results\ipo_2020_06968\pass1\expert_annotation_v1.json,not_available,
ipo_2020_06968,cash_runway,406,supporting,required,accountants_report,0.99,ipo_2020_06968:cash_runway:1,2,JUDGED,expert_results\ipo_2020_06968\pass1\expert_annotation_v1.json,not_available,
ipo_2020_06968,continuous_loss,401,primary,required,accountants_report,0.99,ipo_2020_06968:continuous_loss:2,3,JUDGED,expert_results\ipo_2020_06968\pass1\expert_annotation_v1.json,available,financial_resolution_v1.json:CLOSED|CONFIRM_EXISTING|CANONICAL_INPUTS_CONFIRM_LABEL|DETERMINISTIC
ipo_2020_06968,revenue_growth,401,primary,required,accountants_report,0.99,ipo_2020_06968:revenue_growth:3,3,JUDGED,expert_results\ipo_2020_06968\pass1\expert_annotation_v1.json,available,financial_resolution_v1.json:CLOSED|SET_REVIEW_STATE|EVIDENCE_LIMITED_FINAL_REVIEW_STATE|REVIEW_STATE
ipo_2020_06968,customer_concentration,252,primary,required,business_section,0.99,ipo_2020_06968:customer_concentration:4,3,JUDGED,expert_results\ipo_2020_06968\pass1\expert_annotation_v1.json,available,financial_resolution_v1.json:CLOSED|CONFIRM_EXISTING|CANONICAL_INPUTS_CONFIRM_LABEL|DETERMINISTIC
ipo_2020_06968,supplier_concentration,252,primary,required,business_section,0.99,ipo_2020_06968:supplier_concentration:5,3,JUDGED,expert_results\ipo_2020_06968\pass1\expert_annotation_v1.json,available,financial_resolution_v1.json:CLOSED|CONFIRM_EXISTING|CANONICAL_INPUTS_CONFIRM_LABEL|DETERMINISTIC
ipo_2020_06968,redemption_rights,302,primary,required,corporate_structure,0.94,ipo_2020_06968:redemption_rights:6,3,JUDGED,expert_results\ipo_2020_06968\pass1\expert_annotation_v1.json,not_available,
ipo_2020_06968,redemption_rights,303,supporting,required,corporate_structure,0.96,ipo_2020_06968:redemption_rights:7,2,JUDGED,expert_results\ipo_2020_06968\pass1\expert_annotation_v1.json,not_available,
ipo_2020_06968,redemption_rights,307,cross_check,supporting_only,legal_disclosure,0.96,ipo_2020_06968:redemption_rights:8,1,JUDGED,expert_results\ipo_2020_06968\pass1\expert_annotation_v1.json,not_available,
ipo_2020_06968,material_litigation_compliance,269,primary,required,business_section,0.94,ipo_2020_06968:material_litigation_compliance:9,3,JUDGED,expert_results\ipo_2020_06968\pass1\expert_annotation_v1.json,not_available,
ipo_2020_06968,material_litigation_compliance,252,supporting,required,business_section,0.91,ipo_2020_06968:material_litigation_compliance:10,2,JUDGED,expert_results\ipo_2020_06968\pass1\expert_annotation_v1.json,not_available,
ipo_2020_06968,material_litigation_compliance,624,cross_check,required,legal_disclosure,0.97,ipo_2020_06968:material_litigation_compliance:11,2,JUDGED,expert_results\ipo_2020_06968\pass1\expert_annotation_v1.json,not_available,
ipo_2020_06968,precommercial_product,428,primary,required,accountants_report,0.98,ipo_2020_06968:precommercial_product:12,3,JUDGED,expert_results\ipo_2020_06968\pass1\expert_annotation_v1.json,not_available,
ipo_2020_06968,precommercial_product,428,supporting,required,accountants_report,0.99,ipo_2020_06968:precommercial_product:13,2,JUDGED,expert_results\ipo_2020_06968\pass1\expert_annotation_v1.json,not_available,
ipo_2020_08489,cash_runway,308,primary,required,accountants_report,0.99,ipo_2020_08489:cash_runway:0,3,JUDGED,expert_results\ipo_2020_08489\pass1\expert_annotation_v1.json,not_available,
ipo_2020_08489,cash_runway,309,supporting,required,accountants_report,0.99,ipo_2020_08489:cash_runway:1,2,JUDGED,expert_results\ipo_2020_08489\pass1\expert_annotation_v1.json,not_available,
ipo_2020_08489,continuous_loss,299,primary,required,accountants_report,0.99,ipo_2020_08489:continuous_loss:2,3,JUDGED,expert_results\ipo_2020_08489\pass1\expert_annotation_v1.json,available,financial_resolution_v1.json:CLOSED|CONFIRM_EXISTING|CANONICAL_INPUTS_CONFIRM_LABEL|DETERMINISTIC
